No '-XX:...' jvm parameters are set. Adding safer GC settings '-XX:ParallelGCThreads=8 -XX:+UseConcMarkSweepGC -XX:CMSInitiatingOccupancyFraction=70 -XX:+CMSParallelRemarkEnabled' to the OZONE_OPTS
OpenJDK 64-Bit Server VM warning: Option UseConcMarkSweepGC was deprecated in version 9.0 and will likely be removed in a future release.
2022-07-21 17:56:41 INFO  StorageContainerManagerStarter:112 - STARTUP_MSG: 
2022-07-21 17:56:42 INFO  SCMHANodeDetails:214 - ozone.scm.default.service.id is not defined, falling back to ozone.scm.service.ids to find serviceID for StorageContainerManager if it is HA enabled cluster
2022-07-21 17:56:43 INFO  RaftServer:46 - raft.rpc.type = GRPC (default)
2022-07-21 17:56:44 INFO  GrpcConfigKeys:46 - raft.grpc.admin.port = -1 (default)
2022-07-21 17:56:44 INFO  GrpcConfigKeys:46 - raft.grpc.server.port = 9894 (custom)
2022-07-21 17:56:44 INFO  GrpcConfigKeys:46 - raft.grpc.client.port = -1 (default)
2022-07-21 17:56:44 INFO  GrpcConfigKeys:46 - raft.grpc.server.port = 9894 (custom)
2022-07-21 17:56:44 INFO  GrpcConfigKeys:46 - raft.grpc.server.port = 9894 (custom)
2022-07-21 17:56:44 INFO  GrpcService:46 - raft.grpc.message.size.max = 32m (=33554432) (custom)
2022-07-21 17:56:44 INFO  RaftServerConfigKeys:46 - raft.server.log.appender.buffer.byte-limit = 33554432 (custom)
2022-07-21 17:56:44 INFO  GrpcService:46 - raft.grpc.flow.control.window = 1MB (=1048576) (default)
2022-07-21 17:56:44 INFO  RaftServerConfigKeys:46 - raft.server.rpc.request.timeout = 30000ms (custom)
2022-07-21 17:56:44 INFO  GrpcConfigKeys:46 - raft.grpc.server.async.request.thread.pool.cached = true (default)
2022-07-21 17:56:44 INFO  GrpcConfigKeys:46 - raft.grpc.server.async.request.thread.pool.size = 32 (default)
2022-07-21 17:56:45 INFO  DataStreamServerImpl:46 - raft.datastream.type = DISABLED (default)
2022-07-21 17:56:45 INFO  RaftServerConfigKeys:46 - raft.server.threadpool.proxy.cached = true (default)
2022-07-21 17:56:45 INFO  RaftServerConfigKeys:46 - raft.server.threadpool.proxy.size = 0 (default)
2022-07-21 17:56:45 INFO  RaftServerConfigKeys:46 - raft.server.rpc.slowness.timeout = 120000ms (custom)
2022-07-21 17:56:45 INFO  RaftServerConfigKeys:46 - raft.server.leaderelection.leader.step-down.wait-time = 10s (default)
2022-07-21 17:56:45 INFO  RaftServerConfigKeys:46 - raft.server.storage.dir = [/data/metadata/scm-ha] (custom)
2022-07-21 17:56:46 INFO  RaftServer:96 - 2f456372-f613-43ca-9d6a-a4b587992259: addNew group-DCB925107C9F:[2f456372-f613-43ca-9d6a-a4b587992259|rpc:scm-0:9894|priority:0] returns group-DCB925107C9F:java.util.concurrent.CompletableFuture@6722db6e[Not completed]
2022-07-21 17:56:46 INFO  RaftServer$Division:190 - 2f456372-f613-43ca-9d6a-a4b587992259: new RaftServerImpl for group-DCB925107C9F:[2f456372-f613-43ca-9d6a-a4b587992259|rpc:scm-0:9894|priority:0] with SCMStateMachine:uninitialized
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.rpc.timeout.min = 5000ms (custom)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.rpc.timeout.max = 5200ms (custom)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.rpc.sleep.time = 25ms (default)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.rpc.slowness.timeout = 120000ms (custom)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.leaderelection.leader.step-down.wait-time = 10s (default)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.sleep.deviation.threshold = 300ms (default)
2022-07-21 17:56:46 INFO  RaftServer$Division:107 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F: ConfigurationManager, init=-1: [2f456372-f613-43ca-9d6a-a4b587992259|rpc:scm-0:9894|priority:0], old=null, confs=<EMPTY_MAP>
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.storage.dir = [/data/metadata/scm-ha] (custom)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.corruption.policy = EXCEPTION (default)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.storage.free-space.min = 0MB (=0) (default)
2022-07-21 17:56:46 INFO  RaftStorageDirectory:135 - The storage directory /data/metadata/scm-ha/919fd56f-d55b-4a34-895d-dcb925107c9f does not exist. Creating ...
2022-07-21 17:56:46 INFO  RaftStorageDirectory:230 - Lock on /data/metadata/scm-ha/919fd56f-d55b-4a34-895d-dcb925107c9f/in_use.lock acquired by nodename 7@scm-0
2022-07-21 17:56:46 INFO  RaftStorage:89 - Storage directory /data/metadata/scm-ha/919fd56f-d55b-4a34-895d-dcb925107c9f has been successfully formatted.
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.notification.no-leader.timeout = 60s (default)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.use.memory = false (default)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.purge.gap = 1000000 (custom)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.appender.buffer.byte-limit = 33554432 (custom)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.statemachine.data.read.timeout = 1000ms (default)
2022-07-21 17:56:46 INFO  MetricRegistries:64 - Loaded MetricRegistries class org.apache.ratis.metrics.impl.MetricRegistriesImpl
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.segment.size.max = 4194304 (custom)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.segment.cache.num.max = 2 (custom)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.segment.cache.size.max = 200MB (=209715200) (default)
2022-07-21 17:56:46 INFO  SegmentedRaftLogWorker:187 - new 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-SegmentedRaftLogWorker for RaftStorageImpl:Storage Directory /data/metadata/scm-ha/919fd56f-d55b-4a34-895d-dcb925107c9f
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.queue.byte-limit = 64MB (=67108864) (default)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.queue.element-limit = 4096 (default)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.segment.size.max = 4194304 (custom)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.preallocated.size = 4194304 (custom)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.force.sync.num = 128 (default)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.statemachine.data.sync = true (default)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.statemachine.data.sync.timeout = 10s (default)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.statemachine.data.sync.timeout.retry = -1 (default)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.write.buffer.size = 64KB (=65536) (default)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.unsafe-flush.enabled = false (default)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.statemachine.data.caching.enabled = false (default)
2022-07-21 17:56:46 INFO  SegmentedRaftLogWorker:135 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-SegmentedRaftLogWorker: flushIndex: setUnconditionally 0 -> -1
2022-07-21 17:56:46 INFO  SegmentedRaftLogWorker:135 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-SegmentedRaftLogWorker: safeCacheEvictIndex: setUnconditionally 0 -> -1
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.snapshot.auto.trigger.enabled = true (custom)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.snapshot.auto.trigger.threshold = 1000 (custom)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.snapshot.retention.file.num = -1 (default)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.log.purge.upto.snapshot.index = false (default)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.retrycache.expirytime = 60000ms (default)
2022-07-21 17:56:46 INFO  RaftServerConfigKeys:46 - raft.server.retrycache.statistics.expirytime = 100?s (default)
2022-07-21 17:56:47 INFO  RaftServerConfigKeys:46 - raft.server.log.appender.install.snapshot.enabled = false (custom)
2022-07-21 17:56:47 INFO  RaftServerConfigKeys:46 - raft.server.threadpool.server.cached = true (default)
2022-07-21 17:56:47 INFO  RaftServerConfigKeys:46 - raft.server.threadpool.server.size = 0 (default)
2022-07-21 17:56:47 INFO  RaftServerConfigKeys:46 - raft.server.threadpool.client.cached = true (default)
2022-07-21 17:56:47 INFO  RaftServerConfigKeys:46 - raft.server.threadpool.client.size = 0 (default)
2022-07-21 17:56:47 INFO  RaftServer$Division:310 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F: start as a follower, conf=-1: [2f456372-f613-43ca-9d6a-a4b587992259|rpc:scm-0:9894|priority:0], old=null
2022-07-21 17:56:47 INFO  RaftServer$Division:299 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F: changes role from      null to FOLLOWER at term 0 for startAsFollower
2022-07-21 17:56:47 INFO  RoleInfo:139 - 2f456372-f613-43ca-9d6a-a4b587992259: start 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-FollowerState
2022-07-21 17:56:47 INFO  JmxRegister:44 - Successfully registered JMX Bean with object name Ratis:service=RaftServer,group=group-DCB925107C9F,id=2f456372-f613-43ca-9d6a-a4b587992259
2022-07-21 17:56:47 INFO  RaftServer:382 - 2f456372-f613-43ca-9d6a-a4b587992259: start RPC server
2022-07-21 17:56:47 INFO  GrpcService:260 - 2f456372-f613-43ca-9d6a-a4b587992259: GrpcService started, listening on 9894
2022-07-21 17:56:47 INFO  JvmPauseMonitor:103 - JvmPauseMonitor-2f456372-f613-43ca-9d6a-a4b587992259: Started
2022-07-21 17:56:52 INFO  FollowerState:143 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-FollowerState: change to CANDIDATE, lastRpcElapsedTime:5177135979ns, electionTimeout:5117ms
2022-07-21 17:56:52 INFO  RoleInfo:110 - 2f456372-f613-43ca-9d6a-a4b587992259: shutdown 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-FollowerState
2022-07-21 17:56:52 INFO  RaftServer$Division:299 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F: changes role from  FOLLOWER to CANDIDATE at term 0 for changeToCandidate
2022-07-21 17:56:52 INFO  RaftServerConfigKeys:46 - raft.server.leaderelection.pre-vote = false (custom)
2022-07-21 17:56:52 INFO  RoleInfo:139 - 2f456372-f613-43ca-9d6a-a4b587992259: start 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-LeaderElection1
2022-07-21 17:56:52 INFO  LeaderElection:310 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-LeaderElection1 ELECTION round 0: submit vote requests at term 1 for -1: [2f456372-f613-43ca-9d6a-a4b587992259|rpc:scm-0:9894|priority:0], old=null
2022-07-21 17:56:52 INFO  LeaderElection:312 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-LeaderElection1 ELECTION round 0: result PASSED (term=1)
2022-07-21 17:56:52 INFO  RoleInfo:130 - 2f456372-f613-43ca-9d6a-a4b587992259: shutdown 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-LeaderElection1
2022-07-21 17:56:52 INFO  RaftServer$Division:299 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F: changes role from CANDIDATE to LEADER at term 1 for changeToLeader
2022-07-21 17:56:52 INFO  RaftServer$Division:287 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F: change Leader from null to 2f456372-f613-43ca-9d6a-a4b587992259 at term 1 for becomeLeader, leader elected after 6303ms
2022-07-21 17:56:52 INFO  RaftServerConfigKeys:46 - raft.server.staging.catchup.gap = 1000 (default)
2022-07-21 17:56:52 INFO  RaftServerConfigKeys:46 - raft.server.write.element-limit = 4096 (default)
2022-07-21 17:56:52 INFO  RaftServerConfigKeys:46 - raft.server.write.byte-limit = 64MB (=67108864) (default)
2022-07-21 17:56:52 INFO  RaftServerConfigKeys:46 - raft.server.watch.timeout = 10s (default)
2022-07-21 17:56:52 INFO  RaftServerConfigKeys:46 - raft.server.watch.timeout.denomination = 1s (default)
2022-07-21 17:56:52 INFO  RaftServerConfigKeys:46 - raft.server.watch.element-limit = 65536 (default)
2022-07-21 17:56:53 INFO  RaftServerConfigKeys:46 - raft.server.write.element-limit = 4096 (default)
2022-07-21 17:56:53 INFO  RaftServerConfigKeys:46 - raft.server.write.follower.gap.ratio.max = -1.0 (default)
2022-07-21 17:56:53 INFO  RoleInfo:139 - 2f456372-f613-43ca-9d6a-a4b587992259: start 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-LeaderStateImpl
2022-07-21 17:56:53 INFO  SegmentedRaftLogWorker:425 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-SegmentedRaftLogWorker: Starting segment from index:0
2022-07-21 17:56:53 INFO  RaftServer$Division:393 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F: set configuration 0: [2f456372-f613-43ca-9d6a-a4b587992259|rpc:scm-0:9894|admin:|client:|dataStream:|priority:0], old=null
2022-07-21 17:56:54 INFO  SegmentedRaftLogWorker:629 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-SegmentedRaftLogWorker: created new log segment /data/metadata/scm-ha/919fd56f-d55b-4a34-895d-dcb925107c9f/current/log_inprogress_0
2022-07-21 17:56:55 INFO  RaftServer:398 - 2f456372-f613-43ca-9d6a-a4b587992259: close
2022-07-21 17:56:55 INFO  RaftServer$Division:434 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F: shutdown
2022-07-21 17:56:55 INFO  JmxRegister:73 - Successfully un-registered JMX Bean with object name Ratis:service=RaftServer,group=group-DCB925107C9F,id=2f456372-f613-43ca-9d6a-a4b587992259
2022-07-21 17:56:55 INFO  RoleInfo:93 - 2f456372-f613-43ca-9d6a-a4b587992259: shutdown 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-LeaderStateImpl
2022-07-21 17:56:55 INFO  PendingRequests:282 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-PendingRequests: sendNotLeaderResponses
2022-07-21 17:56:55 INFO  StateMachineUpdater:287 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-StateMachineUpdater: Took a snapshot at index 0
2022-07-21 17:56:55 INFO  StateMachineUpdater:92 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-StateMachineUpdater: snapshotIndex: updateIncreasingly -1 -> 0
2022-07-21 17:56:55 INFO  StateMachineUpdater:153 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-StateMachineUpdater: set stopIndex = 0
2022-07-21 17:56:55 INFO  RaftServer$Division:429 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F: closes. applyIndex: 0
2022-07-21 17:56:55 INFO  SegmentedRaftLogWorker:336 - 2f456372-f613-43ca-9d6a-a4b587992259@group-DCB925107C9F-SegmentedRaftLogWorker was interrupted, exiting. There are 0 tasks remaining in the queue.
