Attaching to compatibility_om_1, compatibility_datanode_1, compatibility_s3g_1, compatibility_recon_1, compatibility_scm_1
datanode_1  | WARNING: HADOOP_OPTS has been deprecated by OZONE_OPTS.
datanode_1  | WARNING: HADOOP_CONF_DIR has been deprecated by OZONE_CONF_DIR.
datanode_1  | WARNING: HADOOP_LOG_DIR has been deprecated by OZONE_LOG_DIR.
datanode_1  | WARNING: HDDS_DN_OPTS has been deprecated by OZONE_DATANODE_OPTS.
datanode_1  | No '-XX:...' jvm parameters are set. Adding safer GC settings '-XX:ParallelGCThreads=8 -XX:+UseConcMarkSweepGC -XX:CMSInitiatingOccupancyFraction=70 -XX:+CMSParallelRemarkEnabled' to the OZONE_OPTS
datanode_1  | OpenJDK 64-Bit Server VM warning: Option UseConcMarkSweepGC was deprecated in version 9.0 and will likely be removed in a future release.
datanode_1  | 2021-06-19 01:01:23,192 [main] INFO ozone.HddsDatanodeService: STARTUP_MSG: 
datanode_1  | /************************************************************
datanode_1  | STARTUP_MSG: Starting HddsDatanodeService
datanode_1  | STARTUP_MSG:   host = e23a20330fe8/172.18.0.5
datanode_1  | STARTUP_MSG:   args = []
datanode_1  | STARTUP_MSG:   version = 1.2.0-SNAPSHOT
